name,ID
Chorizo casero extra sarta Palacios 250 g.,49
DIA DELICIOUS mini tostas con pasas bolsa 125 gr,50
SIMON LIFE naranja botella 1.5 l,51
Barrita de chocolate con galleta y caramelo 5 ud.,52
DIA palitos de mozzarella bolsa 400 gr,53
Salsa picante Valentina envase 370 g.,54
Atún en aceite de girasol Hacendado,55
Champú reparador para cabellos dañados Total Repair 5 L'Oréal-Elvive 370 ml.,56
Desodorante fresh vaporizador Sebamed 75 ml.,57
Refresco de cola Carrefour zero sin cafeína lata 25 cl.,58
GIRALDO bacalao al pil pil bandeja 300 gr,59
Rotuladores Bic Kid Couleur Surtidos 18+6 uds,60
FOXY servilletas decoradas tamaño 40 x 40 cm paquete 45 uds,61
Refresco lima limón Sprite,62
Aguardiente de orujo El Afilador 70 cl.,63
Regañás con aceitunas y orégano Abuelobread sin gluten y sin lactosa 50 g.,64
Vino tinto Solaz V.T.Castilla 3 l.,66
Mayonesa Hacendado,67
SCHOLL Gel activ plantillas uso diario para mujer talla 35.5 - 40.5,68
DIA infusión menta poleo estuche 25 bolsitas,69
Gel de higiene íntima Deliplus,70
Cepillo cabello térmico iónico Deliplus 25 mm,71
Crema de cacao con leche y avellanas Carrefour 750 g.,72
Helado sándwich de nata Hacendado,73
Crema de cacao con avellanas Nutella sin gluten 200 g.,74
DR. OETKER aromatizante naranjas de valencia botella 35 ml,75
Papilla zanahorias baby con ternera Hero baby +6 meses,76
Queso rallado cheddar Margui 200 g.,77
Aceite de oliva virgen extra De Nuestra Tierra D.O Sierra Mágina - Jaén 500 ml.,78
CORNETTO Crush helado cono chocolate blanco XXL caja 4 uds 240 gr,79
Fluido facial hidratante matificante DermoPure Eucerin 50 ml.,80
DANI ajo molida frasco 55 gr,81
Zumo de naranja Don Simón sin pulpa brik 1 l.,82
Aquarius sabor limón lata 33 cl.,83
Cuartos traseros familiar de pollo,84
WUDY salchichas con queso envase 150 g,85
Bebida láctea natural azucarada Hacendado,86
Mermelada de melocotón La Vieja Fábrica 350 g.,87
Dentífrico blanqueador Smile for good Colgate 75 ml.,88
DIA guantes desechables de látex talla 8 bolsa 10 uds,89
Bloque de hígado de pato blister Martiko 130 g.,90
Complemento alimenticio próstrata Sanon 60 cápsulas.,91
STARBUCKS café capuccino vaso 220 ml,92
Sérum ácido hialurónico revitalift filler L'Oréal 30 ml.,93
Caldo de pollo Carrefour sin gluten brik 1 l.,94
Pastillas antical para lavadoras 3 en 1 en Calgon 45 ud.,95
Maletin de maquillaje Camouflage Perfect Traveller Magic Studio IDC 1 ud.,96
FILIPINOS roscos de galleta con chocolate blanco paquete 135 grs,97
Café espresso en cápsulas Nescafé Dolce Gusto 16 unidades de 6 g.,98
CISNE fregona tiras microfibra bolsa 1 ud,100
Detergente en polvo con jabón de Marsella Carrefour 50 cacitos,101
DIA VEGECAMPO garbanzo pedrosillano paquete 1 Kg,102
Lote de Navidad nº 30,103
Canela en rama Carmencita 5 g.,104
DIA café natural en grano paquete 500 gr,105
Manzana reineta,106
Aceitunas rellenas de pimiento Hacendado,107
Nigiri de salmón Sushi Daily,108
LOS MOLINOS vino tinto crianza DO Valdepeñas botella 75 cl,109
Alfombra moqueta Lemans Dream Car - 4 piezas con talonera termosellada,110
DIA yogur fresa-plátano pack 8 unidades 125 g,111
Pan de molde sin corteza Carrefour 820 g.,112
DIA manzanilla estuche 25 bolsitas,113
Néctar de piña Juver Selección botella 85 cl.,114
Chocolate con leche Milka pack de 4 tabletas de 100 g.,115
Limpia máquinas duo Somat 3 ud.,116
GARNIER Skinactive gel micelar todo en uno piel sensible dosificador 200 ml,117
Complemento alimenticio Lecitina de soja Vive Plus 250 g.,118
Film transparente Bosque Verde,119
BONTE espuma de afeitar piel sensible spray 250 ml,121
Panecillo,122
Tinte intense color cream 3.65 castaño medio chocolate Palette 1 ud.,123
Lavavajillas a máquina en pastillas quantum max Finish Powerball 36 ud.,124
DIA mayonesa frasco 450 ml,125
Vino tinto D.O Valencia L'Antigón,126
Emulsión para baño sin jabón piel sensible avena Multidermol 750 ml.,127
Viruta de patata 250 g,128
Pollo rural entero,129
Anillas de pota Argentina Hacendado congeladas,130
DIA chocoaros blancos paquete 150 grs,131
Lomos de salmón de Noruega sin piel y sin espinas Hacendado congelado,132
Croissants rellenos de crema de cacao Carrefour 360 g.,133
Detergente líquido jabón de marsella y flor de naranjo Carrefour 75 lavados.,134
DODOT Sensitive toallitas para bebés pack 216 uds,135
Monster Green bebida energética pack de 4 latas 50 cl.,136
Eau de toilette hombre Victorio & Lucchino Nº 3 Seducción magnética,137
Peskitos de salmón empanados Pescanova 300 g.,138
Vino blanco Frizzante Lemon Sandara 75 cl.,139
LA CASERA gaseosa botella 1.5 lt,140
Vino tinto selección Borsao D.O. Campo de Borja 75 cl.,142
Chicles sabor hierbabuena White Orbit 14 ud.,143
Liquido lentillas ecológico True Bausch + Lomb 300 ml.,144
Nuez fresca granel,145
Babero mediano de 4 a 12 meses Deliplus,147
Neceser pez mediano Marie Antoinette,148
BABYSMILE esponja natural bebe bolsa 1 unidad,149
Salsa de soja Carrefour botella 125 ml.,150
DIA servilletas color 2 capas 33x33 cm paquete 50 uds,151
Gofres con chocolate Punto Gofre,153
Vino tinto reserva Carrizal D.O.Ca Rioja 75 cl.,154
Yogur natural de leche de oveja ecológico Carrefour Bio 420 g.,155
Whisky Tamnavulin escocés 70 cl.,156
Tronquitos de surimi Pescanova ultracongelados,157
Cereales sin azúcares añadidos ecológicos Corn Flakes Carrefour Bio 500 g.,158
ESTRELLA limpiador oxígeno activo botella 1.25 lt,159
Mionetto Blanco,160
Vino D.O. Ribera del Duero tinto Altos de Tamarón 75 cl.,161
Seta Carrefour  500 g aprox,162
Vino tinto D.O La Mancha Estola crianza,163
Ginebra London dry Kingerly & Sons,165
Ambientador eléctrico Lirio Luna y Satén de Seda recambio Air Wick 1 ud.,166
Vinagre balsámico de módena Carrefour 500 ml.,167
Estuche con 8 Marcadores STABILO BOSS - Pastel,168
Queso emmental Babybel pack de 6 unidades de 20g. ,169
Pintalabios larga duración No transfer Deliplus 02 rojo,170
Gel energético sabor naranja Victory Endurance 40 g.,171
Calamar pequeño limpio descongelado sin barquilla y sin tripa,172
Gel desatascador turbo tuberias Carrefour 500 ml.,173
DIA sardinillas en aceite de girasol al limón 6/10 piezas lata 62 gr,174
Lavavajillas máquina Todo en 1 aroma limón en pastillas Carrefour 60 ud.,175
Estuche Nike Ultra Green Man: Colonia 100 ml y Desodorante 200 ml,176
Freixenet Carta Nevada Semiseco Cava,177
Baileys Almande Cremas,178
Tarrito de garbanzos con verduritas desde 8 meses ecológico Carrefour Baby Bio pack de 2 unidades de 200 g,179
Kas de limón zero lata de 33 cl.,180
Limpia Cristales de Caucho y Polipropileno Carrefour - Verde,181
Bálsamo facial infantil pieles atópicas Deliplus,182
BONTE toallitas para bebés con tendencia atópica envase 64 uds,183
TENSO Pro gel limpiador wc 4 en 1 con lejía botella 1 lt,184
Sartén Aluminio TEFAL Titanium 28 cm - Negro,185
Queso de untar original Philadelphia 350 g,186
Batido de chocolate Puleva sin lactosa pack de 6 briks de 200 ml.,187
Bacalao skrei desalado desmigado Calidad y Origen Carrefour 250 g,188
Ron Cacique Añejo Superior 1 l.,190
Cacao en cápsulas Nesquik Nescafe Dolce Gusto 16 unidades de 16 g.,191
Preparado de carne picada de pollo ecológica Carrefour Bio 320 g,192
PANTENE Pro-v ampollas rescate 1 min tratamiento intensivo caja 3 ampollas,193
Langostino crudo ecológico congelado  Pesca Facil 600g ,194
Pizza estacione rellena de queso Hacendado ultracongelada,195
Yogur de limón Danone sin gluten pack de 4 unidades de 120 g.,196
Sardinillas al limón Hacendado en aceite de girasol,197
Desodorante en spray Aqua Fa 200 ml.,198
Tomate frito ecológico Carrefour Bio 300 g.,199
Osobuco de añojo Calidad y Origen Carrefour 700 g aprox,200
FRUCTIS aceite milagroso dosificador 150 ml,201
Jamón serrano curado pieza de 7 kg aprox,202
Tampones super Tampax,203
Salchichas cocidas bocata Hacendado,204
Nuez cascara Carrefour granel 500 g aprox,205
Sidra ecológica Maeloc achampanada extra botella 75 cl.,206
Judías verdes redondas Ybarra,207
Bloc foie gras de pato Hacendado,208
Vela de cumpleaños 4 Hacendado,209
Envase rellenable Deliplus,210
Jengibre Carrefour 100 g aprox,211
Desodorante para calzado y pies en polvo Express Peusek 150 g.,212
Varitas de merluza empanada Carrefour 450 g.,213
Fideos orientales Yakisoba de pollo Gallina Blanca,214
Carbón dulce Hacendado,215
Mini croissants Tonitos 18 ud,216
Bombones de chocolate con leche y surtidos Lindt Lindor pack de 2 unidades de 200 g.,218
Barrita almendras y chocolate Enervit Sport,219
Cerveza Amstel,220
GARNIER BB cream perfeccionador tono claro pieles mixtas a grasas tubo 40 ml,221
Polvo suelto traslúcido Deliplus 01,222
Ruavieja Licor De Hierbas Hierbas,223
Limpiahogar Cif 750 ml.,224
Mini quesitos Babybel pack de 12 unidades de 20 g.,225
Vino D.O. Rioja tinto ecológico Beronia 75 cl.,226
Rulo 28 mm Deliplus,227
Conos de barquillo Carrefour 110 g.,228
Estuche de vino D.O. Ribera del Duero tinto 6 meses barrica Abadía de San Quirce pack de 2 botellas de 75 cl.,229
Anís seco Regio,230
Tarta de tres chocolates 400 g,231
Pera limonera unidad (320 gr aprox.),232
Caramelos surtidos 5 sabores Dolis,233
Mejillones picantes en escabeche Hacendado pequeños,234
Suavizante concentrado peonía y granada Carrefour 80 lavados.,235
Vino tinto Roble Pinna Fidelis D.O. Ribera del Duero 75 cl.,236
Piedra Mineral para Roedores,237
Galletitas Almirón Advance 180 g,238
Chicles sabor hierbabuena Orbit 60 ud.,239
Chorizo sarta curado picante Carrefour 280 g,240
Azúcar blanco en terrones Azucarera 1 kg.,241
Cereales sin azúcar oat muesli con frutos secos y semillas Quaker 600 g.,242
DIA detergente máquina líquido botella 54 lv,243
Mejillones en escabeche Hacendado pequeños,244
Pañales Dodot activity Extra Talla 6 (+16 kg) 44 ud.,245
Perfilador de ojos kajal perfect stay 090 ebony Max Factor 1 ud.,246
Minipack Basik A4 Liso Canson 10 Hojas,247
Crema facial tratamiento intensivo piel seca Nutrilogie 2 Vichy 50 ml.,248
Tostaditas con arándanos Bimbo 100 g.,249
Queso puro de oveja viejo graso Flor de Esgueva tapas maestras ya cortado 210 g,251
Vinagre balsámico de módena Carrefour spray 250 ml.,252
Atún en aceite de girasol 650 g.,253
DIA DELICIOUS salsa pedro ximenéz con pasas fraco 215 gr,254
Talonera piel natural Carrefour 1 par.,255
Magdalena cuadrada Carrefour 700 g.,256
Vino blanco espumoso Sílaba frizzante,257
Yogur desnatado cremoso natural edulcorado sin azúcar añadido Danone Vitalinea pack de 4 unidades de 120 g.,258
Blister 2000 Grapas N10 Carrefour,259
Dentífrico gingival Deliplus con flúor,260
Tostadas ligeras de arroz integral y quinoa ecológicas Soria Natural sin gluten 85 g.,261
Vino blanco verdejo Cuvi D.O. Rueda 75 cl.,262
Chorizo Almeriense picante Peña Cruz ristra 400 g aprox,263
Caja archivo definitivo Liderpapel 104 folio paquete de 4,265
DIA caramelos masticables 5 sabores bolsa 475 gr,266
Mermelada de melocotón categoría extra Ligeresa 330 g.,267
Queso gouda rallado Margui 200 g.,268
Ambientador spray Bosque Verde Mistery,269
Berenjena troceada Calzado 220 g.,270
Complemento alimenticio en cápsulas Vigor plus Vive Plus 30 ud.,271
Néctar de naranja Carrefour brik 1 l.,272
Tónico Agua de Rosas Genové 200 ml.,273
Red bull bebida energética pack de 4 latas de 25 cl.,274
Bolsas para asar Bosque Verde,275
CVNE vino tinto crianza DO Rioja botella 75 cl,276
Mendo 500 g aprox,277
HERBAL ESSENCES champú hidratante leche de coco bio bote 250 ml,278
TRIDENT chicle láminas sabor hierbabuena paquete 5 uds,279
Jamón curado lonchas Navidul sin gluten pack de 2 unidades de 138 g.,280
Lenteja categoría extra Carrefour 1 kg.,281
Pan cinco semillas y cinco cereales Carrefour 300 g,282
NIVEA crema de día hidratante antiarrugas todo tipo de piel tarro 50 ml,283
Papel de aluminio Carrefour 50 metros.,284
Pan de leche 10 ud 350 g,285
BABYSMILE toallitas para bebés envase 80 uds,286
OLAY Regenerist mascarilla reafirmante de noche tarro 50 ml,287
Guacamole Carrefour Bio tarrina 250 g,288
Aceite de oliva virgen extra Fuenroble 500 ml.,289
Abono para Hortensias,290
Salchichas bockwurst Casa Westfalia 270 g.,291
Coloración permanente Deliplus 6.15 marrón macadamia,292
Jamón Ibérico en lonchas Azuaga 100 g.,293
DORITOS tex-mex bolsa 150 gr,294
Café latte light Kaiku sin lactosa 370 ml.,295
AGUINAMAR salpicón de marisco bandeja 225 gr,296
Quinoa roja y blanca microondas Carrefour pack de 2 unidades de 125 g.,297
Desodorante en spray Dark Temptation Axe pack de 2 unidades de 150 ml.,298
Galletas Saltin Noel 315 g.,299
Cartabón 32 cm Carrefour,300
Caja 4 Botellas (2 + 2) Cune + Glorioso Tinto Crianza,301
Anisete Marie Brizard 1 l.,302
Limpiador desinfectante Las 3 Brujas 1 l.,303
Gomas Elásticas 50 gr,304
Cerveza Clásica Steinburg,305
Cafetera Expresso manual Delonghi  EMK 9,306
Bacon ahumado cocido 200 g,307
Chocolate a la taza original Paladín 340 g.,308
Cerveza Carrefour extra 7% pack de 6 latas de 33 cl.,309
Insecticida para cucarachas y hormigas spray Cucal 400 ml.,312
DIA VEGECAMPO edamame bolsa 500 gr,313
Trufas de chocolate congeladas,314
Té rojo en bolsitas Carrefour 30 ud.,315
Mini berlinas bombón Carrefour 5 ud,316
Mejillones en escabeche Cuca 69 g.,317
Barra de labios SuperStay 24h nº 135 Perpetual Rose Maybelline 1 ud.,318
Manzanilla con anís en bolsitas Hornimans 25 ud.,319
Patatas fritas en aceite de oliva ecológicas Carrefour Bio 100 g.,320
DIA nueces california bolsa 650 gr,321
Gel para lavavajillas brillo y protección Finish 50 lavados.,322
BICENTURY Sarialis barritas de cereales chocolate negro SIN GLUTEN caja 6 uds,323
Crema de afeitar piel sensible Lea,324
Queso fresco feta ecológico Taverna 150 g.,325
Dentífrico gel infantil +6 años Deliplus Gorjuss,326
AIRWICK ambientador freshmatic nenuco recambio 2 uds,327
Bandas de cera depilatoria para pieles sensibles cuerpo y piernas Veet 40 ud.,328
Tomate triturado Carrefour 780 g.,329
Licor de melocotón Loch Castle sin alcohol 70 cl.,330
Vitakraft Barritas para Hamster de Miel 2 uds,331
Mermelada de frambuesa -30% Kcal Hero 335 g.,332
Agua de colonia nº 22 Floral aldehydica para mujer Caravan 150 ml.,333
CAMPO CURERO vino tinto viñas viejas DO Toro botella 75 cl,335
Curry Carrefour 45 g.,336
Galletas con pepitas de chocolate sin azúcar añadido Diet Nature Gullón 125 g.,338
CASA TARRADELLAS masa hojaldre rollo 260 gr,339
Poleo menta en bolsitas Hornimans 25 ud.,340
Yogur líquido de fresa sin azúcar añadido Danone Danacol sin gluten pack de 6 unidades de 100 g.,341
Aroma de vainilla Molino Rossetto sin gluten 5 g.,342
MARI MARINERA langostino cocido grande 32/48 piezas caja 800 gr,343
Sangría nº 1 roja Lolea 75 cl.,344
Gel de Baño con Caléndula Corine de Farme 750 ml,345
Ensalada gourmet Carrefour 320 g,346
Palmeras de chocolate San Diego 500 g.,347
ISABEL atún claro en aceite de oliva pack 6 latas de 52 gr,348
DIA DULCE NOEL turrón de crema de cacahuete estuche 150 gr,349
Crema de noche Expert Rejuvenecedor para pieles maduras Diadermine 50 ml.,350
XTERMIN insecticida para el hogar spray 750 ml,351
Champú anticaída ecológico Natur y Vital 300 ml.,352
PANTENE Pro-v acondicionador repara y protege cabello dañado bote 300 ml,353
Zumo tropical Hacendado,354
SANYTOL toallitas desinfectantes envase 24 uds,355
Galletas de avena con chocolate Fontaneda 250 g.,356
Queso de barra edam Carrefour 300 g aprox,358
Esponjas de baño con jabón Jabonitas,359
Barrita sustitutivo de comida Belladieta sabor avena y chocolate con leche,360
Fríjoles de la hacienda Texicana Maggi 425 g.,361
LEA desodorante piedra de alumbre barra 120 gr,362
Agua mineral Lanjarón 50 cl.,363
Pants de noche talla grande Absodys Carrefour 14 ud.,364
Hummus light Carrefour sin gluten 240 g.,365
DIA aceite refinado de girasol botella 1 lt,366
FLORA PROACTIVE margarina barqueta 250 gr,367
Vino D.O. Valdepeñas tinto crianza Viña Albali 75 cl.,368
Vino D.O. Ribera del Duero tinto crianza Tres Reinos 75 cl.,369
Mascarilla milagro reafirmante de noche Olay Regenerist 50 ml.,370
Pepinillos aliñados temperados Hacendado,371
PIKOTAS caramelo de goma relleno sabor cereza bolsa 100 gr,372
Recambio Fusion Proglide Gillette 9 ud.,373
Serúm booster anti-arrugas perlas concentradas Nivea Q10 Power 40 ml.,374
Activador blanqueante ropa blanca Bosque Verde en polvo,375
PRIMA mostaza americana BOTELLA 300GR,376
EL ARGENTINO salsa chimichurri clásico bote 310 ml,377
Polvos compactos mattitude 004 sand Max Factor 1 ud.,378
Pan de molde con corteza Especial tostadas Carrefour 820 g.,379
Pan de molde Proceli sin gluten sin lactosa 280 g.,381
Gazpacho suave sin pepino Alvalle 1 l.,382
TREVIJANO alga wakame 100% natural bandeja 50 gr,383
Papilla instantánea con cereales sin gluten Nestlé +4 meses,384
DON SIMON vino tinto envase 1 lt,385
Aceite de oliva virgen extra picual Carbonell 1 l.,386
Limpiador de biberones y tetinas ecológico Frosch 500 ml.,387
Hierbabuena,388
ARTIACH Dinosaurus galletas de cereales con chocolate y leche caja 340 gr,389
Guisantes extrafinos Carrefour 230 g.,390
Cerveza rubia Amstel 100% malta pack de 12 latas de 33 cl.,391
Macarrón rayado Hacendado,392
Bandeja Plástico Reutilizable JMG Tris 2 ud - Negra,393
Ambientador eléctrico Bosque Verde spa 6 fragancias,394
Barritas de sabor chocolate Bimanán 162 g.,395
Laca de uñas Butterfly Deliplus 955 mora claro,396
Vino tinto de mesa Casa Alta grifo 5 l.,397
Bocados originales de Heüra sin gluten 160 g.,398
Crema de Día Hidratante Anti-Arrugas Nivea 50 ml.,399
Fregona Hilo Microfibra CARREFOUR - Estampado,400
Pechuga de pollo Campofrío Finissimas 170 g.,401
DIA VITAL leche entera sin lactosa envase 1 lt,402
Pimiento en tiras Carrefour 450 g.,403
NESTLE chocolate con almendras tableta 123 gr,404
Estropajo baño Bosque Verde,405
Agua de colonia flor algodón Les Petits Plaisirs 110 ml.,406
Bacon cocido y ahumado Schara 100 g.,407
ARLUY Simpson mini galletas chocolateadas de desayuno caja 135 gr,408
Pechuga de pavo lonchas Grand Bouquet Noel envase 150 g,409
Surtido de polvorones y mantecados Ruiseñor 600 g.,410
Corrector camouflage perfectionist Deliplus 01,411
Pinchos de cerdo sin varilla,412
Cuscús grano mediano Carrefour 500 g.,413
Medallones de pavo a las finas hierbas bandeja (peso aprox. 630 gr),414
Tarrito de verduritas variadas desde 4 meses ecológico Carrefour Baby Bio pack de 2 unidades de 200 g,415
Datil deshuesado ecológico Carrefour granel tarrina 250 g,416
Estuche Shakira Dance Midnigth: Colonia 50 ml y Body Lotion 75 ml,418
Vino D.O. Ribera del Duero tinto crianza Dehesas del Rey 75 cl.,419
Jamón cocido extra reducido en sal bajo en grasas El Pozo Bienstar sin lactosa 340 g.,421
Patatas fritas hierbas provenzales Horno Lay's 130 g.,422
DOVE desodorante original formato viaje spray 35 ml,423
Rabo de cerdo,424
Vaselina hidratante Deliplus,425
Gel de baño frutal Deliplus piel normal,426
2 Estropajos Inox Glitzi Power VILEDA  - Metalizado,427
SAIMAZA café molido natural paquete 250 gr,428
Detergente líquido Dixan Total 70 lavados.,429
Ambientador lavavajillas aroma de corteza de limón y naranja Somat 1 ud.,430
Crema paté almendras olivas ecológica Naturgreen sin gluten 130 g.,431
Polvos Compactos Glam Bronze 02 L'Oréal 1 ud.,432
Atún en aceite de girasol pack de 6 latas de 52 g.,433
Vino D.O. Rioja tinto ecológico Viña Pomal 75 cl.,434
Crema de pollo Gallina Blanca 63 g.,435
Gel energético Enervit Sport sabor naranja,436
COLORCREM tinte Marrón Moka Nº 74 caja 1 ud,437
Arroz tres delicias 350 g,438
SCHOLL Velvet smooth recambio lima exfoliante piel seca 2 uds,439
Suavizante concentrado azul original Flor 80 lavados.,440
NIVEA Q10 Plus crema de día antiarrugas spf 30 tarro 50 ml,441
Crema protectora autobrillante color marrón Kiwi 75 ml.,442
Chocolate para hacer a la taza Valor,443
Panecillos tostados cereales y semillas Hacendado,444
Bolsas congelación grandes Bosque Verde,445
PESCANOVA anguriñas bandeja 200 gr,446
FRAGATA dientes de ajo frasco 85 gr,448
Zumo de naranja Carrefour brik 1 l.,449
Exprimidor Eléctrico Mandine MCJ50,450
PEÑASOL vino rosado envase 1 lt,451
Leche infantil de continuación desde los 6 meses en polvo Nan Optipro 2 lata 800 g.,452
Cola Blanca Pritt  100gr,453
Queso fresco de oveja Flor de Esgueva al corte 150 g aprox,454
Palitos de chocolate Schär sin gluten 150 g.,455
Cava Jaume Serra semiseco 75 cl.,456
Pañales Dodot Sensitive Extra Talla 3 (7-11 kg) 60 ud.,457
Croquetas de pollo Carrefour 500 g.,458
Bebida de melocotón Carrefour sin azúcar añadido pbrik 1 l.,459
Cepillo alisa y moldea 40 mm. Fussy 1 ud.,460
Desodorante en spray Marine Axe 150 ml.,461
Abono Geranios 1L,462
FRIAL pechuga de pavo natural en lonchas,463
Vitakraft Menú Aroma para Conejos Enanos 3Kg,464
Salchichón extra curado Carrefour taco 400 g,465
Spray Nasal Rhinomer Baby Fuerza Extra Suave 115 ml,466
Pañales Dodot Activity XXL Talla 4 (9-14 kg) 144 ud.,467
Lomo de cerdo grueso,468
LIMPIAMAS bayeta ecológica rizo 1 ud,469
Ambientador automático Fresh Matic Delicias de Verano recambio Air Wick 1 ud.,470
Porta Bocadillos ROLL EAT Essential Paint Uni,471
Vino tinto D.O Valdepeñas Pata Negra gran reserva,472
Lima durezas Filarmonica,473
Tulipas Carrefour 75 g.,475
Vino blanco Carrefour pack de 3 briks de 20 cl.,476
Aperitivo de maíz enrollado sabor lima picante Eagle Takis 150 g.,477
Tenedor de Acero Inoxidable BERGNER Paris 3 ud - Inox,478
Coloración sin amoníaco L'Oréal 354 caoba efecto henna,479
Leche semidesnatada Central Lechera Asturiana brik 1 l.,480
Tarrito de frutas variadas desde 4 meses sin azúcar añadido Hero Baby pack de 2 unidades de 130 g.,481
Difusor ambientador spray manual Bosque Verde con recambio,482
Pack de 2 bombillas led con filamento esférica opal 6W(=55W) E14 730lm 4000K,483
Licor de whisky Thunder Bitch 70 cl.,484
Vino tinto crianza tempranillo Pinna Fidelis D.O. Ribera del Duero 75 cl.,485
Canelones de carne y boletus Hacendado,486
DIA café molido natural descafeinado paquete 250 gr,487
Cerveza San Miguel especial Lager pack de 28 latas de 33 cl.,488
Batido de proteínas sabor vainilla zero Prozis 250 ml.,489
COLGATE pasta dentífrica sensitive blanqueador tubo 75 ml,490
Corazón de escarola Carrefour 150 g,492
Pritt Multi Tack 65 Pastillas,493
Fuente Rectangular Vidrio Borisilicato VITRINOR 35 cm - Granate,494
Arroz categoría primera Carrefour 1 kg.,495
OREO helado sandwich 80 gr,497
GARNIER Skinactive agua micelar en aceite bote 400 ml,498
Ron blanco superior Almirante,499
Snack perro huesitos júnior Compy con leche,500
Licor de café Puntemiño 70 cl.,501
Natillas de chocolate Danet,502
Pizza prosciutto Ristorante Dr. Oetker 330 g.,503
Aceitunas chupadeo Aperitivo 450 g,504
ORBIT chicle grageas sabor bubblemint paquete 5 uds,505
NESTLE Extreme gold helado bombón fondant brownie y nata caja 4 uds 284 gr,506
Champú micelar ecológico Corine de farme baby 500 ml,507
Canelones de carne de cerdo Carrefour 500 g.,508
Cuajada Hacendado,509
Snack gato barritas Compy de salmón y trucha,510
Café molido natural Carrefour 250 g.,511
Kombucha de té verde ecológico Komvida botella 25 cl,512
Champú hidratante con aceite de kukui OGX 385 ml.,513
CHAMPU SUAVE BABY SEBAMED 500,514
Pan de molde natural 100% Bimbo sin lactosa 460 g.,515
Plantillas memory talla 22-46 Bosque Verde,516
Ventresca de atún claro Hacendado en aceite de oliva,517
Jamón serrano Reserva Carrefour pieza 7 Kg aprox,518
Tenedores de plástico Bosque Verde reutilizables,519
DIA café intenso 16 cápsulas caja 120 gr,520
Lápices de colores BIC Kids Evolution Stripes colores surtidos 12 uds,521
ESSENCE Nail Art gotas de secado rápido para uñas,522
Paté de morcilla Hacendado,523
HERO Baby papilla 8 cereales miel 0% azúcares añadidos caja 410 gr,524
L'OREAL Men expert aceite para barba larga dosificador 30 ml,525
Refresco de cola Coca Cola sin cafeína lata 33 cl.,526
ELVIVE champú fibralogy bote 370 ml,527
Crema catalana Hacendado,528
Cerveza Estrella Galicia especial pack 20 botellas 20 cl.,529
Ensalada delicius Carrefour 100 g,530
Champú Detox Deliplus cabello graso,531
OLAY Regenerist Luminous crema facial perfeccionadora antiedad tarro 50 ml,532
JOHNSON´S Baby jabón líquido de manos pure protect para niños dosificador 300 ml,533
Queso rallado emmental Carrefour 200 g.,534
Galletas de chocolate sin azúcar añadido Diet Nature Gullón 250 g.,535
Toallitas desmaquillantes hidratante y refrescantes para piel seca y sensible cara y ojos Carrefour Soft 25 ud.,536
Canelones de carne con bechamel Hacendado ultracongelados,538
Bombilla Fluorescente Philips MASTER PLC 26W Luz Fría,539
